lat;lon;species;diameter;raster
-24.8411527480138;31.2136753539602;ca;1.765287;12020
-24.8413585243759;31.2132239037054;ca;3.692307;12020
-24.8409719834938;31.2128259181469;ca;2.916329;12020
-24.8415341656161;31.2134538880205;ca;2.973241;12020
-24.8415619826506;31.2130874678936;ca;1.358965;12020
-24.8411744932997;31.2130177630389;ca;1.604377;12020
-24.8414770315745;31.2130650036385;ca;1.374978;12020
-24.8416844602537;31.2134512824357;ca;5.151036;12020
-24.8410879894029;31.2129619398935;ca;1.081027;12020
-24.8409083910268;31.2135529696818;ca;3.725691;12020
-24.8413748698388;31.2137188172134;ca;3.209062;12020
-24.8410366221156;31.2134688425168;ca;1.614985;12020
-24.8417792750342;31.2130301994702;ca;4.221723;12020
-24.8413463161359;31.2133591107788;ca;5.894907;12020
-24.8417939114668;31.2133766604027;ca;3.21742;12020
-24.8416623567142;31.2133865011452;ca;3.060006;12020
-24.8417050016473;31.2135703753986;ca;2.858568;12020
-24.8415662398538;31.2135017018868;ca;5.891866;12020
-24.8410477210444;31.2134818757269;ca;3.31467;12020
-24.841359288199;31.2133553103722;ca;4.734099;12020
-24.8412028863007;31.2133671020366;ca;4.426476;12020
-24.841637040727;31.2129601368829;ca;5.619869;12020
-24.8414896577883;31.2130440937103;ca;3.644904;12020
-24.8413487366829;31.213339970705;ca;1.742835;12020
-24.8415901097105;31.2130478486221;ca;3.779086;12020
-24.8409899540601;31.2128429165243;ca;5.559917;12020
-24.8411903836949;31.2132723888453;ca;3.949543;12020
-24.8410746436288;31.2136390393122;ca;1.749109;12020
-24.8408999151238;31.2131584775066;ca;4.097018;12020
-24.8412572189563;31.2130632343686;ca;3.942088;12020
-24.8416837069196;31.2134157284079;ca;4.595407;12020
-24.8410565034412;31.2129621978072;ca;4.367013;12020
-24.8410244877889;31.2130332959403;ca;4.197087;12020
-24.841730176163;31.2134675908567;ca;3.31845;12020
-24.8409259734324;31.2129813536336;ca;2.696491;12020
-24.841131504904;31.2128365366049;ca;1.478162;12020
-24.8418143139007;31.213498245738;ca;4.444564;12020
-24.8412203320686;31.2128538858754;ca;2.57263;12020
-24.8416382382069;31.2133420891857;ca;3.641534;12020
-24.8417255272474;31.2130487180284;ca;5.875741;12020
-24.8409081327672;31.2136901838913;ca;4.666719;12020
-24.8415372666345;31.2131170279173;ca;3.020461;12020
-24.8411096062929;31.213377831448;ca;2.258443;12020
-24.841632647112;31.213267052833;ca;4.307639;12020
-24.8416533216779;31.2131835321648;ca;3.897527;12020
-24.8416703810529;31.2132375333308;ca;4.139897;12020
-24.8410466667624;31.2131400130661;ca;1.587157;12020
-24.8413542976536;31.2129941484947;ca;4.488019;12020
-24.8414030917137;31.2129762408524;ca;3.066291;12020
-24.8411347092111;31.2130314150148;ca;3.049137;12020
-24.8417326180796;31.2133997687683;ca;1.413687;12020
-24.8416496209064;31.213654074533;ca;5.280455;12020
-24.8418214856076;31.2134193072987;ca;1.349441;12020
-24.8412286536306;31.2132637992294;ca;3.061173;12020
-24.8409664755656;31.2135975811123;ca;2.7573;12020
-24.8409778701456;31.2133418428825;ca;4.492089;12020
-24.8411852305082;31.2131185114404;ca;1.092981;12020
-24.8413521425156;31.2134434720031;ca;1.027457;12020
-24.8416287818749;31.2128814247019;ca;4.65546;12020
-24.8410191336858;31.213004020368;ca;3.344594;12020
-24.8414577888403;31.2134517742937;ca;4.153769;12020
-24.8414800850775;31.2128390668689;ca;5.181253;12020
-24.8410946424724;31.2130420051322;ca;3.535641;12020
-24.8412483686974;31.2128782325555;ca;2.316817;12020
-24.8410104735481;31.2128553171595;ca;5.718249;12020
-24.8417185132407;31.2128738679466;ca;5.206276;12020
-24.8410615335363;31.2131451365093;ca;4.134546;12020
-24.8410191912818;31.2129310592314;ca;5.262594;12020
-24.841352503377;31.2130244421477;ca;3.970976;12020
-24.8410075123668;31.2128720638911;ca;5.164338;12020
-24.841278310974;31.2129081436419;ca;1.951823;12020
-24.8415144403352;31.2130912404139;ca;4.887888;12020
-24.8410872794139;31.2131599890491;ca;3.456252;12020
-24.8413801503924;31.2136723413879;ca;2.334369;12020
-24.841171311489;31.2134933872791;ca;1.556158;12020
-24.8415358828923;31.2131817403321;ca;5.213972;12020
-24.8416100253654;31.2130312533654;ca;3.383738;12020
-24.8411923456723;31.2135761667182;ca;1.562958;12020
-24.8408940146171;31.2135789046331;ca;4.174044;12020
-24.8410932336203;31.2131357877587;ca;1.479915;12020
-24.8413415464469;31.2130349134449;ca;5.016285;12020
-24.8416363020041;31.2133484148812;ca;5.338433;12020
-24.8415987659757;31.2132141710112;ca;1.746742;12020
-24.8410399062243;31.2128584458418;ca;12.3649;12020
-24.8414654250514;31.2129843095759;ca;13.78843;12020
-24.8418230951641;31.2130485670336;ca;13.06036;12020
-24.8417263479397;31.2129436013649;an;4.6915;12020
-24.8412687809467;31.2131711286223;an;3.917742;12020
-24.8410754626912;31.2136309195246;tt;2.939164;12020
-24.8417768714455;31.2132139654664;tt;5.872213;12020
-24.8415175275468;31.212982057026;tt;5.02472;12020
-24.8415701684092;31.2130378656856;tt;1.561068;12020
-24.8415452331869;31.2132255849987;tt;1.973192;12020
-24.8411074398184;31.2129363610713;tt;2.954589;12020
-24.8416521107181;31.2136412826736;tt;4.226048;12020
-24.8417083660343;31.2134645645145;tt;1.455178;12020
-24.8413667598952;31.2128491746626;tt;2.829576;12020
-24.8411928140327;31.2136308626171;tt;3.249182;12020
-24.841247077699;31.2133582492175;tt;2.123691;12020
-24.8417617048399;31.2136427803286;tt;5.917466;12020
-24.8413236204015;31.2137517087898;tt;3.862153;12020
-24.8415990810863;31.2130998055101;tt;3.076313;12020
-24.8411327204759;31.2128499832995;tt;5.099566;12020
-24.8415023801153;31.2136308316881;tt;5.234576;12020
-24.8415527704761;31.2137314489494;tt;2.048893;12020
-24.841015908288;31.2135538315369;tt;3.746777;12020
-24.8416796951161;31.2137071461593;tt;1.761337;12020
-24.841041468209;31.2136557918423;tt;2.51296;12020
-24.8415254159332;31.2135158606602;tt;2.802145;12020
-24.841569281331;31.2134333033734;tt;3.152237;12020
-24.8414663023146;31.2134654206906;tt;3.792898;12020
-24.8417223985562;31.2134616376634;tt;2.12623;12020
-24.8410575977465;31.2130863872477;tt;2.228818;12020
-24.8411765399846;31.2133409621551;tt;5.582863;12020
-24.8411640114646;31.2132248871598;tt;1.130495;12020
-24.841565546994;31.213640395735;tt;1.143057;12020
-24.8416613822352;31.2131885070452;tt;2.204301;12020
-24.8416715775006;31.2136570062676;tt;3.541316;12020
-24.8411548657695;31.21354652349;tt;2.694049;12020
-24.8409160336799;31.2134366222801;tt;1.39743;12020
-24.8417040491796;31.2136723959647;tt;1.830218;12020
-24.8411207213514;31.2136603419616;tt;2.073171;12020
-24.8415309464863;31.2130511016313;tt;2.050984;12020
-24.8414827376179;31.2129579588208;tt;4.950469;12020
-24.8408939097144;31.2129875859863;tt;5.408883;12020
-24.8411662971152;31.2134098263335;tt;4.506191;12020
-24.8416064834765;31.2132217383682;tt;2.120291;12020
-24.8412005944416;31.2134207109268;tt;4.843187;12020
-24.8415607278928;31.213415682969;tt;3.468014;12020
-24.8417172055276;31.212873857285;tt;2.740259;12020
-24.8414285685601;31.2137050174328;tt;2.645932;12020
-24.8414265785906;31.2132475651571;tt;2.574831;12020
-24.8412321616216;31.2135737300182;tt;3.407079;12020
-24.8413066573578;31.213045346074;tt;2.668453;12020
-24.8417472966652;31.2135747681692;tt;1.205629;12020
-24.8414661706181;31.2137126917479;tt;4.658208;12020
-24.8416099911353;31.2136204991298;tt;3.585115;12020
-24.8416769837278;31.2129466135222;tt;2.867351;12020
-24.8417665204008;31.213465451928;tt;2.064082;12020
-24.8411247285159;31.2132109973089;tt;3.205314;12020
-24.8414666172328;31.2134791700903;tt;4.004383;12020
-24.8410859206362;31.213249298107;tt;1.009198;12020
-24.8418179718579;31.2129019941392;tt;2.082633;12020
-24.841230130106;31.2132735836658;tt;5.975669;12020
-24.8411789181349;31.2128361975235;tt;4.55711;12020
-24.8412082833058;31.212928245342;tt;4.22557;12020
-24.8417046117005;31.2130931683927;tt;2.641176;12020
-24.840905059951;31.212811795978;tt;5.177271;12020
-24.8412430491777;31.2132247441575;tt;4.058485;12020
-24.8414675662698;31.2131481872772;tt;5.565694;12020
-24.8416270918974;31.2128308899006;tt;1.065803;12020
-24.8414964116025;31.2130357799409;tt;4.12729;12020
-24.8408935844122;31.213173398752;tt;3.054347;12020
-24.8414335401406;31.2128442736616;tt;1.731227;12020
-24.8414690146668;31.2129331755955;tt;5.045754;12020
-24.8418026751486;31.2135854550989;tt;4.327425;12020
-24.8410162033793;31.2130367727851;tt;1.115084;12020
-24.8417231711591;31.2134646549602;tt;3.86518;12020
-24.8412253495814;31.2133551397007;tt;1.640156;12020
-24.8417143058462;31.2136574645338;tt;1.906094;12020
-24.8409709007947;31.2133466208654;tt;2.942292;12020
-24.8417945877247;31.2135751830929;tt;4.007605;12020
-24.8409861814879;31.2135193196195;tt;1.014919;12020
-24.8410919106687;31.2134551699885;tt;3.971491;12020
-24.8412227295678;31.2129448041678;tt;2.988789;12020
-24.8411718084349;31.2135896190188;tt;5.373999;12020
-24.8413339344752;31.2135658552282;tt;2.266811;12020
-24.8409216490622;31.2130222338816;tt;1.392646;12020
-24.8411162592792;31.2137444765544;tt;1.0035;12020
-24.8417731887057;31.2130412975426;tt;4.907171;12020
-24.841348257945;31.2136110140111;tt;2.197878;12020
-24.8416265692223;31.2134591204821;tt;1.795626;12020
-24.8416392667094;31.213190141553;tt;5.791624;12020
-24.8418154021793;31.2130403219729;tt;4.2495;12020
-24.8413444856279;31.2133346279331;tt;1.867079;12020
-24.8412467682713;31.2136530769462;tt;2.280075;12020
-24.8414337161083;31.2135202854513;tt;4.785195;12020
-24.841521774666;31.2128372561908;tt;5.923105;12020
-24.8411899313545;31.2131358706241;tt;4.078037;12020
-24.8413062928137;31.2133673341427;tt;3.310477;12020
-24.8414986580659;31.2133539275216;tt;3.579559;12020
-24.8409906040664;31.2130042736678;tt;5.018319;12020
-24.8409975237976;31.213420235546;tt;4.967994;12020
-24.8418176453979;31.2136237419338;tt;2.726858;12020
-24.8415300388972;31.2134981320525;tt;2.225808;12020
-24.8418092189024;31.2130371611898;tt;1.262864;12020
-24.8411938432414;31.213250906198;tt;4.071613;12020
-24.8410783148144;31.2132800843132;tt;5.562448;12020
-24.8412473135031;31.2137005053571;tt;2.996564;12020
-24.841111833614;31.2134102058403;tt;4.536546;12020
-24.8418275521714;31.2134415648369;tt;3.859108;12020
-24.8418258837158;31.2137389377876;tt;2.144393;12020
-24.8415572118004;31.2131682408835;tt;2.327008;12020
-24.8415417706009;31.2132996119912;tt;3.26766;12020
-24.8409728333562;31.2133739881694;tt;2.548609;12020
-24.8416554619105;31.2137475128701;tt;3.528476;12020
-24.8415055762259;31.2133878368464;tt;3.846065;12020
-24.8411138502757;31.2131096049695;tt;4.23984;12020
-24.8416667219605;31.213515706503;tt;3.963842;12020
-24.8412573538616;31.2135220277899;tt;3.233135;12020
-24.8412955759841;31.2132483616205;tt;1.457321;12020
-24.8418326613218;31.2130183960759;tt;1.204153;12020
-24.8416943398169;31.2130798636502;tt;3.632257;12020
-24.8417937899472;31.2130140277945;tt;5.723958;12020
-24.8414337400782;31.2133210784344;tt;5.478714;12020
-24.8409172033244;31.2130252942724;tt;3.634623;12020
-24.8412566041947;31.2134776521714;tt;1.617246;12020
-24.8417418181524;31.2134893980596;tt;3.340559;12020
-24.8417525789602;31.213590644014;tt;4.986439;12020
-24.8415898697449;31.2128189814473;tt;1.421696;12020
-24.8416973969718;31.2136355554325;tt;4.609235;12020
-24.8410218461939;31.2135908432956;tt;5.168897;12020
-24.8417321384333;31.2131063571935;tt;4.703315;12020
-24.8414119344091;31.2128861741857;tt;4.329389;12020
-24.8413064621548;31.2133429533773;tt;2.494066;12020
-24.8417114086356;31.2132681125552;tt;3.60975;12020
-24.8409399786278;31.2131469819629;tt;5.187647;12020
-24.8414201110338;31.2137388951781;tt;5.129427;12020
-24.8409679692411;31.2135685460513;tt;3.28201;12020
-24.8410464171734;31.2128280606904;tt;4.083004;12020
-24.8410682287404;31.2136298983473;tt;4.847067;12020
-24.8414010326734;31.2131969873348;tt;1.610333;12020
-24.8413021930957;31.2136243504248;tt;5.378872;12020
-24.841827214038;31.213532926727;tt;5.451653;12020
-24.8411168734554;31.2130321655438;tt;1.742922;12020
-24.8412570523221;31.2137222144253;tt;5.880179;12020
-24.841453696692;31.213418241293;tt;4.875576;12020
-24.8417035636548;31.213461547424;tt;3.164862;12020
-24.8412262378627;31.2135387457832;tt;3.730651;12020
-24.841555042034;31.2129110550202;tt;4.674593;12020
-24.8413505820678;31.2128513093285;tt;4.898353;12020
-24.8418257509664;31.2133621939033;tt;2.419581;12020
-24.8418243889267;31.2135620855598;tt;3.794505;12020
-24.840979972887;31.2128330758047;tt;5.260837;12020
-24.8416988595209;31.2128976257891;tt;5.256642;12020
-24.8411413436334;31.2136941859239;tt;5.006885;12020
-24.8417216031258;31.2128967584513;tt;4.722785;12020
-24.8414163237345;31.2130641398403;tt;4.12156;12020
-24.8409774352524;31.2137408724908;tt;4.939784;12020
-24.8415568704412;31.2131371471497;tt;5.4531;12020
-24.8411489370998;31.2136507222697;tt;2.634071;12020
-24.8416397979432;31.2130883510588;tt;2.67841;12020
-24.8413822475732;31.2135329339989;tt;4.867384;12020
-24.8411123729985;31.2131241031802;tt;3.963788;12020
-24.8413260565769;31.213590827347;tt;5.311281;12020
-24.8414675265769;31.2131240070163;tt;2.464729;12020
-24.8409830653168;31.2131681270517;tt;3.353323;12020
-24.8414359113802;31.2128769703196;tt;2.118738;12020
-24.841527080499;31.2136193065692;tt;5.799495;12020
-24.841831288791;31.2131570696888;tt;1.210312;12020
-24.8410724196784;31.2132045425422;tt;3.886241;12020
-24.8412063735451;31.2136274011729;tt;2.790923;12020
-24.8413455084188;31.2137051918367;tt;4.221013;12020
-24.8410599215323;31.2137272247627;tt;4.8087;12020
-24.8418267502544;31.2130018830652;tt;2.501148;12020
-24.8412865843629;31.2136925962034;tt;2.394541;12020
-24.8411021641632;31.213350389321;tt;4.343213;12020
-24.8411296931382;31.213424121046;tt;1.007413;12020
-24.841424594624;31.2129168208163;tt;5.822366;12020
-24.8411471352164;31.2128426986339;tt;1.52669;12020
-24.8417895826615;31.2130902860872;tt;3.714931;12020
-24.8417457682587;31.2135645598876;tt;1.554229;12020
-24.8412586859168;31.2128353746718;tt;5.037059;12020
-24.8418102060192;31.2134793269364;tt;1.359043;12020
-24.8418289982279;31.2128222877726;tt;5.838217;12020
-24.8412744627211;31.2133394742846;tt;2.090271;12020
-24.841080545819;31.2133553641098;tt;3.201604;12020
-24.8411088095035;31.2135432643947;tt;4.536635;12020
-24.8412890593498;31.2133046820382;tt;3.476574;12020
-24.8416130984398;31.2131985676059;tt;1.885858;12020
-24.8417750035691;31.2137070201708;tt;3.477795;12020
-24.8412886354974;31.2135115073173;tt;5.040842;12020
-24.8416442404701;31.2132679009865;tt;1.087587;12020
-24.8414649406542;31.2132933224927;tt;3.029098;12020
-24.8409239799693;31.2132637333091;tt;1.704623;12020
-24.8415649467462;31.2131902892449;tt;5.000988;12020
-24.8413401463751;31.2129482042844;tt;2.260044;12020
-24.841778617501;31.2136911041063;tt;5.131308;12020
-24.8411405583144;31.2132491566946;tt;3.779294;12020
-24.8413400659589;31.2133921686855;tt;1.497161;12020
-24.8412670273647;31.2134591053933;tt;3.999819;12020
-24.8414285147009;31.213053507376;tt;1.574358;12020
-24.8414700019594;31.2132123701397;tt;5.132615;12020
-24.8413272036547;31.2130562427332;tt;3.448592;12020
-24.8411607432199;31.2135714731381;tt;1.663643;12020
-24.8409119805241;31.2135146670115;tt;5.21933;12020
-24.8411476307298;31.2135456406447;tt;1.425321;12020
-24.8412198503687;31.2130489699821;tt;3.777702;12020
-24.8409172838057;31.2132890981747;tt;1.957323;12020
-24.8411919399852;31.2130335752676;tt;2.802476;12020
-24.8411768682268;31.2133406136376;tt;5.717277;12020
-24.8409163717155;31.2134313619695;tt;4.546452;12020
-24.8413898205789;31.2134360137648;tt;3.928318;12020
-24.8416146594743;31.2134077717767;tt;4.90353;12020
-24.8412489835269;31.2132335057078;tt;2.711322;12020
-24.8416645684576;31.2136313855459;tt;4.53167;12020
-24.8414177217641;31.2130938737194;tt;5.775947;12020
-24.8415838163267;31.2130232518336;tt;5.291062;12020
-24.8416744843588;31.2134850357823;tt;3.126051;12020
-24.8412655821636;31.213068459131;tt;4.050069;12020
-24.8412402036216;31.2130096815927;tt;4.80744;12020
-24.8416667152221;31.2137195853297;tt;1.782892;12020
-24.8412714690436;31.2134898394001;tt;2.274409;12020
-24.8413968447459;31.2136486362087;tt;2.61774;12020
-24.8409625878014;31.2135849194768;tt;5.381625;12020
-24.8416267511117;31.2128406500733;tt;2.216613;12020
-24.8413067918472;31.2128542281857;tt;4.397109;12020
-24.8416485860821;31.2133567408849;tt;1.4631;12020
-24.8409065315795;31.2136183003691;tt;3.846633;12020
-24.8417505059025;31.2128740203018;tt;2.240404;12020
-24.8412107070756;31.2129227065461;tt;5.123065;12020
-24.841076535197;31.2136748131854;tt;3.630596;12020
-24.84158052548;31.2131166380035;tt;2.251283;12020
-24.8413203106552;31.2131496259041;tt;2.351867;12020
-24.8411623618765;31.2136891282767;tt;4.99182;12020
-24.8410266274713;31.2137478490688;tt;4.40403;12020
-24.841361660409;31.2129623599716;tt;4.522476;12020
-24.8412666545554;31.2129481545426;tt;4.905915;12020
-24.8417257246471;31.2129152482092;tt;2.730725;12020
-24.8417739804134;31.213426017551;tt;1.373337;12020
-24.8409544032322;31.2131148870398;tt;3.245857;12020
-24.8417607881979;31.2137272385704;tt;1.309831;12020
-24.8415313596308;31.2130085619352;tt;3.311253;12020
-24.8414541408254;31.2131473721362;tt;2.357507;12020
-24.8417951371704;31.2137247165743;tt;1.265488;12020
-24.8415267743131;31.2128496775668;tt;3.414703;12020
-24.8413692084449;31.2137167377529;tt;1.724226;12020
-24.841462362914;31.2132357525711;tt;2.24438;12020
-24.8413785690593;31.213029077019;tt;2.865699;12020
-24.8414766330404;31.2134901948106;tt;1.061398;12020
-24.8414147514261;31.2128253334253;tt;3.083487;12020
-24.8409375884366;31.2130873403554;tt;4.825942;12020
-24.8410553248817;31.2137439758942;tt;2.709528;12020
-24.8417778401279;31.213376099095;tt;3.609929;12020
-24.8414500424787;31.2135943111963;tt;1.997347;12020
-24.8416122720235;31.2136058534929;tt;2.478101;12020
-24.8414210466265;31.2137406656298;tt;5.816862;12020
-24.8417758958678;31.2131168094515;tt;1.875019;12020
-24.8414771707034;31.2132761163319;tt;3.588993;12020
-24.8415781562398;31.2134090602479;tt;2.598575;12020
-24.8413399737508;31.212925178726;tt;3.010735;12020
-24.8411511383952;31.213747452313;tt;2.626745;12020
-24.8417625392677;31.2130768009265;tt;2.172039;12020
-24.8417716435432;31.2128392941492;tt;2.312972;12020
-24.8410107024358;31.2133648305347;tt;2.78164;12020
-24.8413702560043;31.2135915622058;tt;5.856463;12020
-24.8410691232549;31.2130760071008;tt;2.925703;12020
-24.8412697266165;31.2134394447293;tt;1.221038;12020
-24.8415201810171;31.2137364457319;tt;2.558462;12020
-24.8416205870515;31.2137387937334;tt;2.318881;12020
-24.8409400108149;31.2129743841923;tt;5.261773;12020
-24.8416214969097;31.2135986034416;tt;3.248606;12020
-24.8412588333316;31.2129419904216;tt;3.426634;12020
-24.8412988182181;31.2132194510181;tt;1.762778;12020
-24.841528895932;31.2129439024678;tt;1.631351;12020
-24.8417986282551;31.2133862636292;tt;2.182249;12020
-24.8412049251587;31.2134873000413;tt;3.685361;12020
-24.8409689313943;31.2134855131938;tt;2.699048;12020
-24.8412933543085;31.2128562962172;tt;4.360732;12020
-24.8417131525758;31.2136630441407;tt;4.880973;12020
-24.841189104925;31.2130512616936;tt;1.056378;12020
-24.8412735450183;31.2133671307269;tt;1.057197;12020
-24.8411565344929;31.2129535108007;tt;1.413424;12020
-24.8412335018587;31.2136467830105;tt;1.659121;12020
-24.8409837707135;31.2132289725692;tt;4.136199;12020
-24.8410297877526;31.2136571519468;tt;3.168457;12020
-24.8412262179552;31.2135788107546;tt;4.224883;12020
-24.8415551924764;31.2136496194063;tt;4.861134;12020
-24.8415688170981;31.2130322761616;tt;4.01362;12020
-24.8414171890829;31.2137185173946;tt;5.927269;12020
-24.8409718712197;31.2133244988373;tt;1.123336;12020
-24.8417092767771;31.2135115842437;tt;3.997756;12020
-24.8413253930973;31.2136835457097;tt;3.413973;12020
-24.8409686437194;31.2133772391603;tt;3.002795;12020
